Project Name,Category,F/G,Centre,Year,Mode,Rely, RelyN ,Data,DataN,cplx,cplx2,extime,time2,stor,stor2,virt,virt2,turn,turn2,acap,acap2,aexp,aexp2,pcap,pcap2,vexp,vexp2,lexp,lexp2,modp,modp2,tool,tool2,sced,sced2,kloc,Actual Eff,InterM, Nom. Cost , Multiplier ,Est. Effort,Adj. Cost
X,communications,g,2,1982,semidetached,n,1,vh,1.16,h,1.15,vh,1.3,vh,1.21,l,0.87,h,1.07,vh,0.71,h,0.91,n,1,l,1.1,h,0.95,vh,0.82,vh,0.83,l,1.06,12.8,62,52.1430488,496132.69,0.95,49.61,472062.2464
X,batchdataprocessing,g,2,1982,semidetached,n,1,vh,1.16,h,1.15,vh,1.3,vh,1.21,l,0.87,h,1.07,vh,0.71,h,0.91,n,1,l,1.1,h,0.95,vh,0.82,vh,0.83,l,1.06,32.6,170,148.5678939,1413599.53,0.95,141.36,1345017.128
X,datacapture,g,2,1982,semidetached,n,1,vh,1.16,h,1.15,vh,1.3,vh,1.21,l,0.87,h,1.07,vh,0.71,h,0.91,n,1,l,1.1,h,0.95,vh,0.82,vh,0.83,l,1.06,35.5,192,163.4470212,1555172.02,0.95,155.52,1479721.071
X,missionplanning,g,2,1985,semidetached,h,1.15,l,0.94,h,1.15,n,1,n,1,l,0.87,l,0.87,n,1,n,1,n,1,n,1,h,0.95,h,0.91,n,1,l,1.06,5.5,18,20.24545152,174566.28,0.86,17.46,150519.675
X,avionicsmonitoring,g,2,1987,semidetached,h,1.15,l,0.94,h,1.15,n,1,n,1,l,0.87,l,0.87,n,1,n,1,n,1,n,1,h,0.95,h,0.91,n,1,l,1.06,10.4,50,41.32364241,356312.86,0.86,35.63,307230.5509
X,avionicsmonitoring,g,2,1987,semidetached,h,1.15,l,0.94,h,1.15,n,1,n,1,l,0.87,l,0.87,n,1,n,1,n,1,n,1,h,0.95,h,0.91,n,1,l,1.06,14,60,57.64805441,497070.01,0.86,49.71,428598.3152
X,monitor_control,g,2,1986,semidetached,h,1.15,n,1,h,1.15,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,6.5,42,24.41092375,322834.47,1.32,32.28,426948.5821
X,monitor_control,g,2,1986,semidetached,n,1,n,1,h,1.15,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,13,60,53.05640373,610148.64,1.15,61.01,701670.9394
X,monitor_control,g,2,1986,semidetached,n,1,n,1,h,1.15,n,1,n,1,n,1,n,1,n,1,n,1,h,0.86,n,1,h,0.95,h,0.91,h,0.91,n,1,90,444,463.3112708,3604753.29,0.78,360.48,2804647.134
X,monitor_control,g,2,1986,semidetached,n,1,n,1,h,1.15,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,8,42,30.80222154,354225.55,1.15,35.42,407359.3799
X,monitor_control,g,2,1986,semidetached,n,1,n,1,h,1.15,h,1.11,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,n,1,16,114,66.94769598,854587.34,1.28,85.46,1090880.739
hst,datacapture,g,2,1980,semidetached,n,1,h,1.06,h,1.15,vh,1.3,h,1.06,l,0.87,h,1.07,h,0.86,n,1,h,0.86,l,1.1,h,0.95,h,0.91,n,1,l,1.06,177.9,1248,993.8442206,11586031.92,1.17,1158.6,13506758.18
slp,launchprocessing,g,6,1975,semidetached,h,1.15,l,0.94,h,1.15,n,1,n,1,l,0.87,l,0.87,n,1,n,1,h,0.86,n,1,n,1,h,0.91,vl,1.24,n,1,302,2400,1797.748896,16415442.69,0.91,1641.54,14989121.07
Y,application_ground,g,5,1982,semidetached,n,1,h,1.06,l,0.85,n,1,n,1,h,1.15,n,1,h,0.86,h,0.91,n,1,n,1,n,1,h,0.91,h,0.91,n,1,282.1,1368,1665.607667,11184535.97,0.67,1118.45,7510402.808
Y,application_ground,g,5,1982,semidetached,h,1.15,h,1.06,l,0.85,n,1,n,1,n,1,h,1.07,h,0.86,h,0.91,n,1,n,1,n,1,h,0.91,n,1,n,1,284.7,973,1682.810518,13286875.41,0.79,1328.69,10490845.9
Y,avionicsmonitoring,g,5,1982,semidetached,h,1.15,h,1.06,n,1,n,1,n,1,l,0.87,l,0.87,n,1,h,0.91,h,0.86,n,1,h,0.95,n,1,n,1,n,1,79,400,400.3719073,2746434.57,0.69,274.64,1883974.05
Y,avionicsmonitoring,g,5,1977,semidetached,l,0.88,n,1,n,1,n,1,n,1,l,0.87,l,0.87,h,0.86,h,0.91,vh,0.7,n,1,h,0.95,l,1.1,l,1.1,h,1.04,423,2400,2621.938292,11437308.67,0.44,1143.73,4989134.567
Y,missionplanning,g,5,1984,semidetached,n,1,n,1,h,1.15,n,1,h,1.06,n,1,n,1,h,0.86,h,0.91,n,1,n,1,h,0.95,h,0.91,n,1,h,1.04,47.5,252,226.473868,1942495.33,0.86,194.25,1666103.089
Y,missionplanning,g,5,1980,semidetached,vh,1.4,n,1,xh,1.85,h,1.11,h,1.06,l,0.87,l,0.87,n,1,h,0.91,n,1,n,1,n,1,l,1.1,h,0.91,n,1,21,107,90.78348801,1907433.69,2.1,190.74,4007670.716
Y,simulation,g,5,1983,semidetached,n,1,h,1.06,h,1.15,vh,1.3,n,1,n,1,h,1.07,h,0.86,h,0.91,h,0.86,n,1,h,0.95,l,1.1,l,1.1,h,1.04,78,571.4,394.7000757,5384912.55,1.36,538.49,7346662.69
Y,simulation,g,5,1984,semidetached,n,1,h,1.06,h,1.15,vh,1.3,n,1,n,1,h,1.07,h,0.86,h,0.91,h,0.86,n,1,h,0.95,l,1.1,l,1.1,h,1.04,11.4,98.8,45.79886214,624836.13,1.36,62.48,852467.0057
Y,simulation,g,5,1985,semidetached,n,1,h,1.06,h,1.15,vh,1.3,n,1,n,1,h,1.07,h,0.86,h,0.91,h,0.86,n,1,h,0.95,l,1.1,l,1.1,h,1.04,19.3,155,82.59341833,1126826.07,1.36,112.68,1537334.351
Y,missionplanning,g,5,1979,semidetached,h,1.15,n,1,vh,1.3,h,1.11,h,1.06,l,0.87,h,1.07,h,0.86,n,1,n,1,h,0.9,h,0.95,l,1.1,vh,0.83,h,1.04,101,750,527.1827526,6027024.31,1.14,602.7,6890404.106
Y,missionplanning,g,5,1979,semidetached,h,1.15,n,1,h,1.15,h,1.11,h,1.06,l,0.87,h,1.07,n,1,h,0.91,n,1,n,1,n,1,l,1.1,vh,0.83,n,1,219,2120,1254.349795,15095878.38,1.2,1509.59,18167623.17
Y,utility,g,5,1979,semidetached,h,1.15,n,1,h,1.15,h,1.11,h,1.06,l,0.87,h,1.07,n,1,h,0.91,n,1,n,1,n,1,l,1.1,vh,0.83,n,1,50,370,239.8654293,2886738.1,1.2,288.67,3474138.351
spl,datacapture,g,2,1979,semidetached,vh,1.4,h,1.06,h,1.15,vh,1.3,vh,1.21,n,1,n,1,vh,0.71,vh,0.82,vh,0.7,n,1,h,0.95,h,0.91,h,0.91,l,1.06,227,1181,1305.780608,11912781.47,0.91,1191.28,10868162.8
spl,batchdataprocessing,g,2,1977,semidetached,n,1,h,1.06,vh,1.3,n,1,n,1,l,0.87,n,1,h,0.86,n,1,vh,0.7,l,1.1,n,1,h,0.91,n,1,l,1.06,70,278,349.648009,2677539.98,0.77,267.75,2050410.74
de,avionicsmonitoring,g,2,1979,semidetached,h,1.15,l,0.94,h,1.15,n,1,n,1,l,0.87,l,0.87,n,1,n,1,n,1,n,1,h,0.95,h,0.91,n,1,l,1.06,0.9,8.4,2.666078087,22988.24,0.86,2.3,19821.59828
slp,operatingsystem,g,6,1975,embedded,n,1,l,0.94,h,1.15,n,1,n,1,l,0.87,l,0.87,vh,0.71,n,1,vh,0.7,h,0.9,h,0.95,n,1,l,1.1,n,1,350,720,3162.566633,12095367.61,0.38,1209.54,4625923.646
Y,operatingsystem,g,5,1976,embedded,h,1.15,n,1,xh,1.85,h,1.11,h,1.06,l,0.87,l,0.87,h,0.86,n,1,n,1,h,0.9,h,0.95,h,0.91,h,0.91,n,1,70,458,458.4327961,5288834.15,1.15,528.88,6101606.79
Y,utility,g,5,1979,embedded,h,1.15,n,1,xh,1.85,h,1.11,h,1.06,l,0.87,l,0.87,h,0.86,n,1,n,1,h,0.9,h,0.95,h,0.91,h,0.91,n,1,271,2460,2326.597089,26841417.61,1.15,2684.14,30966328.58
Y,avionicsmonitoring,g,5,1971,organic,n,1,n,1,n,1,n,1,n,1,l,0.87,l,0.87,h,0.86,h,0.91,h,0.86,n,1,h,0.95,n,1,l,1.1,n,1,90,162,360.66551,1919984.42,0.53,192,1022093.895
Y,avionicsmonitoring,g,5,1980,organic,n,1,n,1,n,1,n,1,n,1,l,0.87,l,0.87,h,0.86,h,0.91,h,0.86,n,1,h,0.95,n,1,l,1.1,n,1,40,150,153.9263493,819419.06,0.53,81.94,436213.5484
Y,avionicsmonitoring,g,5,1979,embedded,h,1.15,n,1,h,1.15,h,1.11,n,1,l,0.87,l,0.87,h,0.86,h,0.91,h,0.86,n,1,h,0.95,n,1,n,1,n,1,137,636,1026.178029,7290239.18,0.71,729.02,5179178.051
Y,avionicsmonitoring,g,5,1977,embedded,h,1.15,n,1,h,1.15,h,1.11,n,1,h,1.15,l,0.87,h,0.86,h,0.91,h,0.86,n,1,h,0.95,n,1,vl,1.24,n,1,150,882,1144.10937,13322535.31,1.16,1332.25,15513372.39
Y,avionicsmonitoring,g,5,1976,embedded,vh,1.4,n,1,h,1.15,h,1.11,n,1,l,0.87,l,0.87,h,0.86,h,0.91,h,0.86,n,1,h,0.95,n,1,n,1,n,1,339,444,3043.670739,26323699.8,0.86,2632.37,22766495.8
Y,avionicsmonitoring,g,5,1983,organic,l,0.88,h,1.06,l,0.85,n,1,n,1,h,1.15,l,0.87,h,0.86,h,0.91,h,0.86,n,1,h,0.95,n,1,l,1.1,n,1,240,192,1010.117237,5635739.67,0.56,563.57,3144344.086
Y,avionicsmonitoring,g,5,1978,semidetached,h,1.15,n,1,h,1.15,n,1,vh,1.21,l,0.87,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,l,1.1,l,1.1,l,1.06,144,576,784.3090854,8059037.83,1.03,805.9,8280930.57
Y,avionicsmonitoring,g,5,1979,semidetached,n,1,l,0.94,n,1,n,1,vh,1.21,l,0.87,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,l,1.1,l,1.1,l,1.06,151,432,827.1331667,6040926.58,0.73,604.09,4411961.144
Y,avionicsmonitoring,g,5,1979,semidetached,n,1,l,0.94,h,1.15,n,1,vh,1.21,l,0.87,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,l,1.1,l,1.1,l,1.06,34,72,155.7319214,1307987.53,0.84,130.8,1098574.631
Y,avionicsmonitoring,g,5,1979,semidetached,n,1,n,1,h,1.15,n,1,vh,1.21,l,0.87,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,l,1.1,l,1.1,l,1.06,98,300,509.6763237,4553995.19,0.89,455.4,4069027.981
Y,avionicsmonitoring,g,5,1979,semidetached,n,1,n,1,h,1.15,n,1,vh,1.21,l,0.87,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,l,1.1,l,1.1,l,1.06,85,300,434.5807164,3883010.46,0.89,388.3,3469498.215
Y,avionicsmonitoring,g,5,1982,semidetached,n,1,l,0.94,n,1,n,1,vh,1.21,l,0.87,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,l,1.1,l,1.1,l,1.06,20,240,85.95573333,627773.49,0.73,62.78,458491.2936
Y,avionicsmonitoring,g,5,1978,semidetached,n,1,l,0.94,n,1,n,1,vh,1.21,l,0.87,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,l,1.1,l,1.1,l,1.06,111,600,585.9802665,4279678.18,0.73,427.97,3125642.002
Y,avionicsmonitoring,g,5,1978,semidetached,h,1.15,vh,1.16,h,1.15,n,1,vh,1.21,l,0.87,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,l,1.1,l,1.1,l,1.06,162,756,894.9073417,10666747.36,1.19,1066.67,12714109.49
Y,avionicsmonitoring,g,5,1978,semidetached,h,1.15,h,1.06,vh,1.3,n,1,vh,1.21,l,0.87,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,l,1.1,l,1.1,l,1.06,352,1200,2134.268417,26278245.39,1.23,2627.82,32355170.28
Y,missionplanning,g,5,1984,embedded,h,1.15,n,1,vh,1.3,h,1.11,h,1.06,l,0.87,vh,1.15,h,0.86,n,1,n,1,h,0.9,h,0.95,h,0.91,vh,0.83,h,1.04,60,409,381.0127701,3872969.27,1.02,387.3,3936847.31
Y,missionplanning,g,5,1984,embedded,h,1.15,n,1,vh,1.3,h,1.11,h,1.06,l,0.87,vh,1.15,h,0.86,n,1,n,1,h,0.9,h,0.95,h,0.91,vh,0.83,h,1.04,100,703,703.3282008,7149284.03,1.02,714.93,7267199.299
hst,Avionics,f,2,1980,embedded,h,1.15,vh,1.16,vh,1.3,xh,1.66,xh,1.56,h,1.15,h,1.07,n,1,n,1,n,1,l,1.1,l,1.07,n,1,n,1,h,1.04,32,1350,179.2,12121637.54,6.76,1212.16,81994473.63
hst,Avionics,f,2,1980,embedded,h,1.15,h,1.06,h,1.15,vh,1.3,xh,1.56,h,1.15,h,1.07,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,h,0.91,n,1,n,1,53,480,328.3137524,6014312.52,1.83,601.43,11017496.16
spl,Avionics,f,3,1977,embedded,h,1.15,l,0.94,vh,1.3,vh,1.3,xh,1.56,l,0.87,n,1,vh,0.71,vh,0.82,vh,0.7,vl,1.21,vl,1.14,h,0.91,h,0.91,n,1,41,599,241.2674085,2784826.59,1.15,278.48,3214383.228
Y,Avionics,f,5,1977,embedded,vh,1.4,h,1.06,vh,1.3,xh,1.66,xh,1.56,n,1,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,h,0.91,n,1,h,1.04,165,4178.2,1282.740374,34900194.33,2.72,3490.02,94954800.57
Y,science,f,5,1977,embedded,vh,1.4,h,1.06,vh,1.3,xh,1.66,xh,1.56,n,1,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,h,0.91,n,1,h,1.04,65,1772.5,419.4247548,11411510.66,2.72,1141.15,31047899.28
Y,Avionics,f,5,1977,embedded,vh,1.4,h,1.06,vh,1.3,xh,1.66,xh,1.56,n,1,l,0.87,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,h,0.91,n,1,h,1.04,70,1645.9,458.4327961,10851356.03,2.37,1085.14,25685755.62
Y,Avionics,f,5,1977,embedded,vh,1.4,h,1.06,xh,1.85,xh,1.66,xh,1.56,n,1,n,1,h,0.86,h,0.91,h,0.86,h,0.9,h,0.95,h,0.91,n,1,h,1.04,50,1924.5,306.1413807,11853305.93,3.87,1185.33,45894109.8
